,index,long_position_solar,lat_position_solar,value_phov,long_position_topo,lat_position_topo,elevation,long_position,lat_position,value,lat_leftend,lat_rightend,long_leftend,long_rightend,coordinates,Address,esp_or_not
919,1848,"(-8.01, -7.922]","(39.451, 39.505]",1585.019,"(-8.032, -7.939]","(39.932, 40.01]",521.973581973582,"(-8.026, -7.934]","(39.933, 40.011]",4.0,39.933,40.011,-8.032,-7.939,"39.933,-8.032","Cava, Madeirã, Oleiros, Castelo Branco, Portugal",0
920,1849,"(-8.01, -7.922]","(39.505, 39.558]",1589.9332,"(-8.032, -7.939]","(40.01, 40.088]",556.6938616938617,"(-8.026, -7.934]","(40.011, 40.089]",5.222222222222222,40.011,40.089,-8.032,-7.939,"40.011,-8.032","Machio de Baixo, Portela do Fojo-Machio, Pampilhosa da Serra, Coimbra, 3320, Portugal",0
921,1850,"(-8.01, -7.922]","(39.558, 39.612]",1591.7485,"(-8.032, -7.939]","(40.088, 40.166]",655.7606837606837,"(-8.026, -7.934]","(40.089, 40.166]",6.555555555555555,40.089,40.166,-8.032,-7.939,"40.089,-8.032","Malhadas da Serra, Pessegueiro, Pampilhosa da Serra, Coimbra, 3330, Portugal",0
922,1851,"(-8.01, -7.922]","(39.612, 39.666]",1595.6002,"(-8.032, -7.939]","(40.166, 40.244]",560.5213675213676,"(-8.026, -7.934]","(40.166, 40.244]",6.0,40.166,40.244,-8.032,-7.939,"40.166,-8.032","Salgado, Cadafaz e Colmeal, Góis, Coimbra, Portugal",0
923,1852,"(-8.01, -7.922]","(39.666, 39.719]",1591.9114,"(-8.032, -7.939]","(40.244, 40.323]",275.8034188034188,"(-8.026, -7.934]","(40.244, 40.322]",6.333333333333333,40.244,40.322,-8.032,-7.939,"40.244,-8.032","Secarias, Arganil, Coimbra, 3300, Portugal",0
924,1853,"(-8.01, -7.922]","(39.719, 39.773]",1592.573,"(-8.032, -7.939]","(40.323, 40.401]",290.06938159879337,"(-8.026, -7.934]","(40.322, 40.4]",6.888888888888889,40.322,40.4,-8.032,-7.939,"40.322,-8.032","Carragosela, Espariz e Sinde, Tábua, Coimbra, 3420-330, Portugal",0
925,1854,"(-8.01, -7.922]","(39.773, 39.827]",1580.7072,"(-8.032, -7.939]","(40.401, 40.479]",265.8679098679099,"(-8.026, -7.934]","(40.4, 40.477]",6.083333333333333,40.4,40.477,-8.032,-7.939,"40.4,-8.032","Parada, Carregal do Sal, Viseu, 3430-730, Portugal",0
926,1855,"(-8.01, -7.922]","(39.827, 39.88]",1570.6968,"(-8.032, -7.939]","(40.479, 40.557]",282.0901320901321,"(-8.026, -7.934]","(40.477, 40.555]",6.333333333333333,40.477,40.555,-8.032,-7.939,"40.477,-8.032","Vinhal, Lajeosa do Dão, Tondela, Viseu, 3460-330, Portugal",0
927,1856,"(-8.01, -7.922]","(39.88, 39.934]",1568.3551,"(-8.032, -7.939]","(40.557, 40.636]",359.27972027972027,"(-8.026, -7.934]","(40.555, 40.633]",6.888888888888889,40.555,40.633,-8.032,-7.939,"40.555,-8.032","Canas de Santa Maria, Tondela, Viseu, 3460-012, Portugal",0
928,1857,"(-8.01, -7.922]","(39.934, 39.988]",1549.955,"(-8.032, -7.939]","(40.636, 40.714]",464.6091686091686,"(-8.026, -7.934]","(40.633, 40.711]",7.0,40.633,40.711,-8.032,-7.939,"40.633,-8.032","Boa Aldeia, Farminhão e Torredeita, Viseu, 3510-643, Portugal",0
929,1858,"(-8.01, -7.922]","(39.988, 40.041]",1547.7247,"(-8.032, -7.939]","(40.714, 40.792]",432.8974358974359,"(-8.026, -7.934]","(40.711, 40.788]",7.0,40.711,40.788,-8.032,-7.939,"40.711,-8.032","Estrada Regional 1303, Caria, São Miguel do Mato, Vouzela, Viseu, 3660 – 484, Portugal",0
930,1859,"(-8.01, -7.922]","(40.041, 40.095]",1535.7529,"(-8.032, -7.939]","(40.792, 40.87]",502.97902097902096,"(-8.026, -7.934]","(40.788, 40.866]",6.777777777777778,40.788,40.866,-8.032,-7.939,"40.788,-8.032","Vila Maior, São Pedro do Sul, Viseu, 3660-306, Portugal",0
931,1860,"(-8.01, -7.922]","(40.095, 40.149]",1496.6284,"(-8.032, -7.939]","(40.87, 40.948]",585.8756798756799,"(-8.026, -7.934]","(40.866, 40.944]",7.0,40.866,40.944,-8.032,-7.939,"40.866,-8.032","EM 559, Amoreira, Sul, São Pedro do Sul, Viseu, 3660-615, Portugal",0
932,1861,"(-8.01, -7.922]","(40.149, 40.202]",1476.9192,"(-8.032, -7.939]","(40.948, 41.027]",1082.2978883861238,"(-8.026, -7.934]","(40.944, 41.022]",7.0,40.944,41.022,-8.032,-7.939,"40.944,-8.032","Mós, Parada de Ester e Ester, Castro Daire, Viseu, Portugal",0
933,1862,"(-8.01, -7.922]","(40.202, 40.256]",1460.1644,"(-8.032, -7.939]","(41.027, 41.105]",639.4483294483294,"(-8.026, -7.934]","(41.022, 41.099]",6.888888888888889,41.022,41.099,-8.032,-7.939,"41.022,-8.032","Chã, Ferreiros de Tendais, Cinfães, Viseu, Portugal",0
934,1863,"(-8.01, -7.922]","(40.256, 40.31]",1494.7074,"(-8.032, -7.939]","(41.105, 41.183]",482.5881895881896,"(-8.026, -7.934]","(41.099, 41.177]",6.833333333333333,41.099,41.177,-8.032,-7.939,"41.099,-8.032","Convento de Ermelo, Caminho do Convento de Ermelo, Sequeiros de Baixo, Ancede, Ancede e Ribadouro, Baião, Porto, 4640-270, Portugal",0
935,1864,"(-8.01, -7.922]","(40.31, 40.363]",1522.5502,"(-8.032, -7.939]","(41.183, 41.261]",625.2509712509712,"(-8.026, -7.934]","(41.177, 41.255]",7.0,41.177,41.255,-8.032,-7.939,"41.177,-8.032","EN 321, Chavães, Ovil, Campelo e Ovil, Baião, Porto, 4640-112, Portugal",0
936,1865,"(-8.01, -7.922]","(40.363, 40.417]",1524.9946,"(-8.032, -7.939]","(41.261, 41.34]",439.73348873348874,"(-8.026, -7.934]","(41.255, 41.333]",7.0,41.255,41.333,-8.032,-7.939,"41.255,-8.032","EN 15, Espinheiro, Candemil, Amarante, Porto, 4600-706, Portugal",0
937,1866,"(-8.01, -7.922]","(40.417, 40.471]",1529.18,"(-8.032, -7.939]","(41.34, 41.418]",299.3131313131313,"(-8.026, -7.934]","(41.333, 41.41]",6.666666666666667,41.333,41.41,-8.032,-7.939,"41.333,-8.032","Codeçoso, Celorico de Basto, Braga, Portugal",0
938,1867,"(-8.01, -7.922]","(40.471, 40.524]",1527.4368,"(-8.032, -7.939]","(41.418, 41.496]",316.2276612276612,"(-8.026, -7.934]","(41.41, 41.488]",5.777777777777778,41.41,41.488,-8.032,-7.939,"41.41,-8.032","Ourilhe, Celorico de Basto, Braga, 4890, Portugal",0
939,1868,"(-8.01, -7.922]","(40.524, 40.578]",1526.911,"(-8.032, -7.939]","(41.496, 41.574]",486.24941724941726,"(-8.026, -7.934]","(41.488, 41.566]",3.4444444444444446,41.488,41.566,-8.032,-7.939,"41.488,-8.032","Acesso ao Parque Eólico de Penouta, Peitimão, Alvite e Passos, Cabeceiras de Basto, Braga, 4860-355, Portugal",0
940,1869,"(-8.01, -7.922]","(40.578, 40.632]",1531.366,"(-8.032, -7.939]","(41.574, 41.652]",920.6508295625943,"(-8.026, -7.934]","(41.566, 41.644]",4.888888888888889,41.566,41.644,-8.032,-7.939,"41.566,-8.032","Além do Rio, Bucos, Cabeceiras de Basto, Braga, 4860-355, Portugal",0
941,1870,"(-8.01, -7.922]","(40.632, 40.685]",1533.163,"(-8.032, -7.939]","(41.652, 41.731]",717.5508935508935,"(-8.026, -7.934]","(41.644, 41.721]",6.888888888888889,41.644,41.721,-8.032,-7.939,"41.644,-8.032","Zebral, Ruivães e Campos, Vieira do Minho, Braga, 4850-341, Portugal",0
942,1871,"(-8.01, -7.922]","(40.685, 40.739]",1537.0771,"(-8.032, -7.939]","(41.731, 41.809]",845.1763791763792,"(-8.026, -7.934]","(41.721, 41.799]",7.0,41.721,41.799,-8.032,-7.939,"41.721,-8.032","Chãos, Cabril, Montalegre, Vila Real, 5470-013, Portugal",0
943,1872,"(-8.01, -7.922]","(40.739, 40.793]",1521.6173,"(-8.032, -7.939]","(41.809, 41.887]",1126.9650349650349,"(-8.026, -7.934]","(41.799, 41.877]",7.0,41.799,41.877,-8.032,-7.939,"41.799,-8.032","Salto do Lobo, Cabril, Montalegre, Vila Real, Portugal",0
968,1910,"(-7.922, -7.833]","(37.412, 37.465]",1674.4705,"(-7.939, -7.847]","(36.959, 37.037]",4.137111517367459,"(-7.934, -7.842]","(36.979, 37.056]",6.166666666666667,36.979,37.056,-7.939,-7.847,"36.979,-7.939","Ilhote das Ratas, Faro, 8000-243, Portugal",0
969,1911,"(-7.922, -7.833]","(37.465, 37.519]",1684.9294,"(-7.939, -7.847]","(37.037, 37.116]",87.79098679098679,"(-7.934, -7.842]","(37.056, 37.134]",5.416666666666667,37.056,37.134,-7.939,-7.847,"37.056,-7.939","Faro, 8005-511 PATACÃO, Portugal",0
970,1912,"(-7.922, -7.833]","(37.519, 37.573]",1675.42,"(-7.939, -7.847]","(37.116, 37.194]",255.8803418803419,"(-7.934, -7.842]","(37.134, 37.212]",6.166666666666667,37.134,37.212,-7.939,-7.847,"37.134,-7.939","São Brás de Alportel, Faro, 8005-440, Portugal",0
971,1913,"(-7.922, -7.833]","(37.573, 37.626]",1672.172,"(-7.939, -7.847]","(37.194, 37.272]",425.5749805749806,"(-7.934, -7.842]","(37.212, 37.29]",5.666666666666667,37.212,37.29,-7.939,-7.847,"37.212,-7.939","EN 2, São Brás de Alportel, Querença, Tôr e Benafim, Loulé, Faro, 8150-132, Portugal",0
972,1914,"(-7.922, -7.833]","(37.626, 37.68]",1675.5114,"(-7.939, -7.847]","(37.272, 37.35]",443.02719502719503,"(-7.934, -7.842]","(37.29, 37.367]",5.25,37.29,37.367,-7.939,-7.847,"37.29,-7.939","EN 2, Salir, Ameixial, Loulé, Faro, Portugal",0
973,1915,"(-7.922, -7.833]","(37.68, 37.734]",1676.414,"(-7.939, -7.847]","(37.35, 37.429]",311.1885369532428,"(-7.934, -7.842]","(37.367, 37.445]",5.583333333333333,37.367,37.445,-7.939,-7.847,"37.367,-7.939","Anta da Cerca da Francisquinha, EN 504, Corte do Ouro, Ameixial, Loulé, Faro, Portugal",0
974,1916,"(-7.922, -7.833]","(37.734, 37.787]",1671.171,"(-7.939, -7.847]","(37.429, 37.507]",279.4118104118104,"(-7.934, -7.842]","(37.445, 37.523]",5.666666666666667,37.445,37.523,-7.939,-7.847,"37.445,-7.939","Monte do Romba, Santa Cruz, Almodôvar, Beja, Portugal",0
975,1917,"(-7.922, -7.833]","(37.787, 37.841]",1661.991,"(-7.939, -7.847]","(37.507, 37.585]",223.93395493395494,"(-7.934, -7.842]","(37.523, 37.601]",6.25,37.523,37.601,-7.939,-7.847,"37.523,-7.939","Almodôvar e Graça dos Padrões, Almodôvar, Beja, Portugal",0
976,1918,"(-7.922, -7.833]","(37.841, 37.895]",1661.3031,"(-7.939, -7.847]","(37.585, 37.663]",188.93706293706293,"(-7.934, -7.842]","(37.601, 37.678]",6.3125,37.601,37.678,-7.939,-7.847,"37.601,-7.939","Rosa Gorda, Santa Bárbara de Padrões, Castro Verde, Beja, 7780-401, Portugal",0
977,1919,"(-7.922, -7.833]","(37.895, 37.948]",1665.1565,"(-7.939, -7.847]","(37.663, 37.741]",185.62160062160063,"(-7.934, -7.842]","(37.678, 37.756]",6.0,37.678,37.756,-7.939,-7.847,"37.678,-7.939","Touris, São Marcos da Ataboeira, Castro Verde, Beja, 7780-408, Portugal",0
978,1920,"(-7.922, -7.833]","(37.948, 38.002]",1666.7662,"(-7.939, -7.847]","(37.741, 37.82]",157.93473193473193,"(-7.934, -7.842]","(37.756, 37.834]",6.416666666666667,37.756,37.834,-7.939,-7.847,"37.756,-7.939","Castelo Velho de Cobres, Rua das Parreiras, Salto, São Marcos da Ataboeira, Castro Verde, Beja, 7780-501, Portugal",0
979,1921,"(-7.922, -7.833]","(38.002, 38.056]",1666.5201,"(-7.939, -7.847]","(37.82, 37.898]",146.43201243201244,"(-7.934, -7.842]","(37.834, 37.912]",6.083333333333333,37.834,37.912,-7.939,-7.847,"37.834,-7.939","Herdade da Corte Carrasco, Albernoa e Trindade, Beja, 7800-601, Portugal",0
980,1922,"(-7.922, -7.833]","(38.056, 38.109]",1661.8615,"(-7.939, -7.847]","(37.898, 37.976]",187.70784770784772,"(-7.934, -7.842]","(37.912, 37.989]",5.583333333333333,37.912,37.989,-7.939,-7.847,"37.912,-7.939","Marzelonas, Albernoa e Trindade, Beja, Portugal",0
981,1923,"(-7.922, -7.833]","(38.109, 38.163]",1654.5277,"(-7.939, -7.847]","(37.976, 38.054]",216.38009049773757,"(-7.934, -7.842]","(37.989, 38.067]",5.583333333333333,37.989,38.067,-7.939,-7.847,"37.989,-7.939","EN 18, Chaminé dos Passarinhos, Santa Vitória e Mombeja, Beja, 7800-348, Portugal",0
982,1924,"(-7.922, -7.833]","(38.163, 38.217]",1650.3717,"(-7.939, -7.847]","(38.054, 38.133]",176.5050505050505,"(-7.934, -7.842]","(38.067, 38.145]",7.0,38.067,38.145,-7.939,-7.847,"38.067,-7.939","EM 528-2, Trigaches e São Brissos, Beja, Portugal",0
983,1925,"(-7.922, -7.833]","(38.217, 38.27]",1643.3633,"(-7.939, -7.847]","(38.133, 38.211]",178.5944055944056,"(-7.934, -7.842]","(38.145, 38.223]",6.916666666666667,38.145,38.223,-7.939,-7.847,"38.145,-7.939","Faro do Alentejo, Cuba, Beja, 7940-311, Portugal",0
984,1926,"(-7.922, -7.833]","(38.27, 38.324]",1633.8119,"(-7.939, -7.847]","(38.211, 38.289]",222.6853146853147,"(-7.934, -7.842]","(38.223, 38.3]",6.5,38.223,38.3,-7.939,-7.847,"38.223,-7.939","Malhada dos Passarinhos, EN 258, Monte do Bento da Serra, Alvito, Beja, 7940-452, Portugal",0
985,1927,"(-7.922, -7.833]","(38.324, 38.378]",1643.1815,"(-7.939, -7.847]","(38.289, 38.367]",228.05283605283606,"(-7.934, -7.842]","(38.3, 38.378]",6.8125,38.3,38.378,-7.939,-7.847,"38.3,-7.939","Urmes, Vila Ruiva, Cuba, Beja, 7940-411, Portugal",0
986,1928,"(-7.922, -7.833]","(38.378, 38.431]",1640.1248,"(-7.939, -7.847]","(38.367, 38.445]",262.4731934731935,"(-7.934, -7.842]","(38.378, 38.456]",7.0,38.378,38.456,-7.939,-7.847,"38.378,-7.939","Antigo Monte das Broas, Aguiar, Viana do Alentejo, Évora, 7090-415, Portugal",0
987,1929,"(-7.922, -7.833]","(38.431, 38.485]",1643.4738,"(-7.939, -7.847]","(38.445, 38.524]",227.41414141414143,"(-7.934, -7.842]","(38.456, 38.534]",7.0,38.456,38.534,-7.939,-7.847,"38.456,-7.939","Herdade da Sítima, Torre de Coelheiros, Évora, Portugal",0
988,1930,"(-7.922, -7.833]","(38.485, 38.539]",1645.3904,"(-7.939, -7.847]","(38.524, 38.602]",255.4449472096531,"(-7.934, -7.842]","(38.534, 38.611]",7.0,38.534,38.611,-7.939,-7.847,"38.534,-7.939","Malagueira e Horta das Figueiras, Évora, 7000-772, Portugal",0
989,1931,"(-7.922, -7.833]","(38.539, 38.592]",1645.8217,"(-7.939, -7.847]","(38.602, 38.68]",270.53846153846155,"(-7.934, -7.842]","(38.611, 38.689]",7.0,38.611,38.689,-7.939,-7.847,"38.611,-7.939","CM 1081, Coitel, Bacelo e Senhora da Saúde, Évora, 7005-424, Portugal",0
990,1932,"(-7.922, -7.833]","(38.592, 38.646]",1643.9902,"(-7.939, -7.847]","(38.68, 38.758]",274.96192696192696,"(-7.934, -7.842]","(38.689, 38.767]",6.833333333333333,38.689,38.767,-7.939,-7.847,"38.689,-7.939","Entre Águas, Ecopista Ramal de Mora, Mesquita, Arraiolos, Évora, 7040-060, Portugal",0
991,1933,"(-7.922, -7.833]","(38.646, 38.7]",1641.4883,"(-7.939, -7.847]","(38.758, 38.837]",242.43900543900543,"(-7.934, -7.842]","(38.767, 38.845]",6.916666666666667,38.767,38.845,-7.939,-7.847,"38.767,-7.939","Mouras, São Gregório e Santa Justa, Arraiolos, Évora, 7040, Portugal",0
992,1934,"(-7.922, -7.833]","(38.7, 38.753]",1633.9772,"(-7.939, -7.847]","(38.837, 38.915]",198.47940947940947,"(-7.934, -7.842]","(38.845, 38.922]",7.0,38.845,38.922,-7.939,-7.847,"38.845,-7.939","Vimieiro, Arraiolos, Évora, Portugal",0
993,1935,"(-7.922, -7.833]","(38.753, 38.807]",1631.4622,"(-7.939, -7.847]","(38.915, 38.993]",190.3201243201243,"(-7.934, -7.842]","(38.922, 39.0]",7.0,38.922,39.0,-7.939,-7.847,"38.922,-7.939","Estrada das Tesas, Vimieiro, Arraiolos, Évora, Portugal",0
994,1936,"(-7.922, -7.833]","(38.807, 38.861]",1625.2789,"(-7.939, -7.847]","(38.993, 39.071]",177.0924630924631,"(-7.934, -7.842]","(39.0, 39.078]",7.0,39.0,39.078,-7.939,-7.847,"39.0,-7.939","ER 370, Alcórrego e Maranhão, Avis, Portalegre, Portugal",0
995,1937,"(-7.922, -7.833]","(38.861, 38.914]",1615.5981,"(-7.939, -7.847]","(39.071, 39.149]",158.82672882672884,"(-7.934, -7.842]","(39.078, 39.156]",6.833333333333333,39.078,39.156,-7.939,-7.847,"39.078,-7.939","Avis, Portalegre, Portugal",0
996,1938,"(-7.922, -7.833]","(38.914, 38.968]",1612.3805,"(-7.939, -7.847]","(39.149, 39.228]",190.1440422322775,"(-7.934, -7.842]","(39.156, 39.233]",6.916666666666667,39.156,39.233,-7.939,-7.847,"39.156,-7.939","Benavila e Valongo, Avis, Portalegre, 7480-228, Portugal",0
997,1939,"(-7.922, -7.833]","(38.968, 39.022]",1615.3728,"(-7.939, -7.847]","(39.228, 39.306]",211.63869463869463,"(-7.934, -7.842]","(39.233, 39.311]",6.666666666666667,39.233,39.311,-7.939,-7.847,"39.233,-7.939","Vale de Açor, Portalegre, Portugal",0
998,1940,"(-7.922, -7.833]","(39.022, 39.075]",1612.7249,"(-7.939, -7.847]","(39.306, 39.384]",211.26418026418025,"(-7.934, -7.842]","(39.311, 39.389]",7.0,39.311,39.389,-7.939,-7.847,"39.311,-7.939","Ponte de Sor, Tramaga e Vale de Açor, Ponte de Sor, Portalegre, Portugal",0
999,1941,"(-7.922, -7.833]","(39.075, 39.129]",1606.5887,"(-7.939, -7.847]","(39.384, 39.462]",259.2478632478632,"(-7.934, -7.842]","(39.389, 39.467]",7.0,39.389,39.467,-7.939,-7.847,"39.389,-7.939","São Bartolomeu, Margem, Gavião, Portalegre, Portugal",0
1000,1942,"(-7.922, -7.833]","(39.129, 39.183]",1608.5245,"(-7.939, -7.847]","(39.462, 39.541]",195.8212898212898,"(-7.934, -7.842]","(39.467, 39.544]",7.0,39.467,39.544,-7.939,-7.847,"39.467,-7.939","Rua São João de Deus, Gavião, Gavião e Atalaia, Gavião, Portalegre, 6040-125, Portugal",0
1001,1943,"(-7.922, -7.833]","(39.183, 39.236]",1613.0066,"(-7.939, -7.847]","(39.541, 39.619]",289.74825174825173,"(-7.934, -7.842]","(39.544, 39.622]",6.916666666666667,39.544,39.622,-7.939,-7.847,"39.544,-7.939","EN 244, Furtado, Belver, Gavião, Portalegre, Portugal",0
1002,1944,"(-7.922, -7.833]","(39.236, 39.29]",1612.5483,"(-7.939, -7.847]","(39.619, 39.697]",274.95648795648793,"(-7.934, -7.842]","(39.622, 39.7]",6.916666666666667,39.622,39.7,-7.939,-7.847,"39.622,-7.939","Frei João, Carvoeiro, Mação, Santarém, Portugal",0
1003,1945,"(-7.922, -7.833]","(39.29, 39.344]",1605.2842,"(-7.939, -7.847]","(39.697, 39.775]",388.6161616161616,"(-7.934, -7.842]","(39.7, 39.778]",7.0,39.7,39.778,-7.939,-7.847,"39.7,-7.939","EN 241-1, Caniçal Fundeiro, Galisteu Fundeiro, Proença a Nova e Peral, Proença-a-Nova, Castelo Branco, 6150-345, Portugal",0
1004,1946,"(-7.922, -7.833]","(39.344, 39.397]",1606.4426,"(-7.939, -7.847]","(39.775, 39.853]",667.4162895927602,"(-7.934, -7.842]","(39.778, 39.855]",7.0,39.778,39.855,-7.939,-7.847,"39.778,-7.939","Rua da Floresta, Malhadal, Proença a Nova e Peral, Proença-a-Nova, Castelo Branco, 6150-424, Portugal",0
1005,1947,"(-7.922, -7.833]","(39.397, 39.451]",1608.7123,"(-7.939, -7.847]","(39.853, 39.932]",698.1647241647241,"(-7.934, -7.842]","(39.855, 39.933]",7.0,39.855,39.933,-7.939,-7.847,"39.855,-7.939","Carujo, Oleiros, Oleiros e Amieira, Oleiros, Castelo Branco, 6160-406, Portugal",0
1006,1948,"(-7.922, -7.833]","(39.451, 39.505]",1591.0048,"(-7.939, -7.847]","(39.932, 40.01]",571.5066045066045,"(-7.934, -7.842]","(39.933, 40.011]",5.25,39.933,40.011,-7.939,-7.847,"39.933,-7.939","Oleiros, Oleiros e Amieira, Oleiros, Castelo Branco, 6160-406, Portugal",0
1007,1949,"(-7.922, -7.833]","(39.505, 39.558]",1593.3092,"(-7.939, -7.847]","(40.01, 40.088]",541.4514374514374,"(-7.934, -7.842]","(40.011, 40.089]",3.8333333333333335,40.011,40.089,-7.939,-7.847,"40.011,-7.939","Lobatos, Pampilhosa da Serra, Coimbra, 3320-242, Portugal",0
1008,1950,"(-7.922, -7.833]","(39.558, 39.612]",1597.1714,"(-7.939, -7.847]","(40.088, 40.166]",762.3201243201244,"(-7.934, -7.842]","(40.089, 40.166]",4.25,40.089,40.166,-7.939,-7.847,"40.089,-7.939","Cabeço do Pelourenço, Pampilhosa da Serra, Coimbra, 3329-229, Portugal",0
1009,1951,"(-7.922, -7.833]","(39.612, 39.666]",1597.6096,"(-7.939, -7.847]","(40.166, 40.244]",774.5936285936286,"(-7.934, -7.842]","(40.166, 40.244]",5.083333333333333,40.166,40.244,-7.939,-7.847,"40.166,-7.939","Mata, Fajão-Vidual, Pampilhosa da Serra, Coimbra, 3320-076, Portugal",0
1010,1952,"(-7.922, -7.833]","(39.666, 39.719]",1606.1086,"(-7.939, -7.847]","(40.244, 40.323]",455.25174825174827,"(-7.934, -7.842]","(40.244, 40.322]",6.083333333333333,40.244,40.322,-7.939,-7.847,"40.244,-7.939","Dreia, Benfeita, Arganil, Coimbra, 3305-031, Portugal",0
1011,1953,"(-7.922, -7.833]","(39.719, 39.773]",1604.6041,"(-7.939, -7.847]","(40.323, 40.401]",410.73906485671193,"(-7.934, -7.842]","(40.322, 40.4]",6.666666666666667,40.322,40.4,-7.939,-7.847,"40.322,-7.939","Cabeçadas, Pinheiro de Coja e Meda de Mouros, Lourosa, Oliveira do Hospital, Coimbra, 3400-753, Portugal",0
1012,1954,"(-7.922, -7.833]","(39.773, 39.827]",1601.8091,"(-7.939, -7.847]","(40.401, 40.479]",305.5718725718726,"(-7.934, -7.842]","(40.4, 40.477]",6.25,40.4,40.477,-7.939,-7.847,"40.4,-7.939","Quinta do Góis, Midões, Tábua, Coimbra, 3420-149, Portugal",0
1013,1955,"(-7.922, -7.833]","(39.827, 39.88]",1593.9753,"(-7.939, -7.847]","(40.479, 40.557]",360.96114996114994,"(-7.934, -7.842]","(40.477, 40.555]",6.916666666666667,40.477,40.555,-7.939,-7.847,"40.477,-7.939","Estradão Fiais Laceiras, Cabanas de Viriato, Carregal do Sal, Viseu, 3430-618, Portugal",0
1014,1956,"(-7.922, -7.833]","(39.88, 39.934]",1577.9061,"(-7.939, -7.847]","(40.557, 40.636]",369.81662781662783,"(-7.934, -7.842]","(40.555, 40.633]",7.0,40.555,40.633,-7.939,-7.847,"40.555,-7.939","Silgueiros, Viseu, 3460-160, Portugal",0
1015,1957,"(-7.922, -7.833]","(39.934, 39.988]",1580.9725,"(-7.939, -7.847]","(40.636, 40.714]",500.85547785547783,"(-7.934, -7.842]","(40.633, 40.711]",7.0,40.633,40.711,-7.939,-7.847,"40.633,-7.939","Quinta de Belém, Monte Salvado, Orgens, Viseu, 3500-431, Portugal",0
1016,1958,"(-7.922, -7.833]","(39.988, 40.041]",1551.6307,"(-7.939, -7.847]","(40.714, 40.792]",540.3465423465424,"(-7.934, -7.842]","(40.711, 40.788]",7.0,40.711,40.788,-7.939,-7.847,"40.711,-7.939","3, Autoestrada do Interior Norte, Campo, Viseu, 3515-772, Portugal",0
1017,1959,"(-7.922, -7.833]","(40.041, 40.095]",1558.4487,"(-7.939, -7.847]","(40.792, 40.87]",568.921522921523,"(-7.934, -7.842]","(40.788, 40.866]",7.0,40.788,40.866,-7.939,-7.847,"40.788,-7.939","Rio de Mel, Pindelo dos Milagres, São Pedro do Sul, Viseu, Portugal",0
1018,1960,"(-7.922, -7.833]","(40.095, 40.149]",1549.2444,"(-7.939, -7.847]","(40.87, 40.948]",687.5920745920746,"(-7.934, -7.842]","(40.866, 40.944]",7.0,40.866,40.944,-7.939,-7.847,"40.866,-7.939","Ribolhinhos, Mamouros, Alva e Ribolhos, Castro Daire, Viseu, 3600, Portugal",0
1019,1961,"(-7.922, -7.833]","(40.149, 40.202]",1497.4102,"(-7.939, -7.847]","(40.948, 41.027]",964.9079939668175,"(-7.934, -7.842]","(40.944, 41.022]",7.0,40.944,41.022,-7.939,-7.847,"40.944,-7.939","EN 321, Carvalhosa, Picão e Ermida, Castro Daire, Viseu, Portugal",0
1020,1962,"(-7.922, -7.833]","(40.202, 40.256]",1468.372,"(-7.939, -7.847]","(41.027, 41.105]",830.6208236208237,"(-7.934, -7.842]","(41.022, 41.099]",7.0,41.022,41.099,-7.939,-7.847,"41.022,-7.939","Talhada, Ovadas e Panchora, Resende, Viseu, Portugal",0
1021,1963,"(-7.922, -7.833]","(40.256, 40.31]",1472.2966,"(-7.939, -7.847]","(41.105, 41.183]",388.2890442890443,"(-7.934, -7.842]","(41.099, 41.177]",6.8125,41.099,41.177,-7.939,-7.847,"41.099,-7.939","Resende, EN 321-2, Pimeirol, Felgueiras, Resende, Viseu, 4660-210, Portugal",0
1022,1964,"(-7.922, -7.833]","(40.31, 40.363]",1522.1917,"(-7.939, -7.847]","(41.183, 41.261]",853.959595959596,"(-7.934, -7.842]","(41.177, 41.255]",6.916666666666667,41.177,41.255,-7.939,-7.847,"41.177,-7.939","Rua das Tojeiras, Candeiro, Gestaçô, Baião, Porto, 4640-231, Portugal",0
1023,1965,"(-7.922, -7.833]","(40.363, 40.417]",1535.5371,"(-7.939, -7.847]","(41.261, 41.34]",836.4483294483294,"(-7.934, -7.842]","(41.255, 41.333]",7.0,41.255,41.333,-7.939,-7.847,"41.255,-7.939","EN 15, Ansiāes, Amarante, Porto, 4600-500, Portugal",0
1024,1966,"(-7.922, -7.833]","(40.417, 40.471]",1532.029,"(-7.939, -7.847]","(41.34, 41.418]",525.0675990675991,"(-7.934, -7.842]","(41.333, 41.41]",6.916666666666667,41.333,41.41,-7.939,-7.847,"41.333,-7.939","Quinta da Portelinha, Campanhó e Paradança, Mondim de Basto, Vila Real, 4880-102, Portugal",0
1025,1967,"(-7.922, -7.833]","(40.471, 40.524]",1532.8933,"(-7.939, -7.847]","(41.418, 41.496]",484.0979020979021,"(-7.934, -7.842]","(41.41, 41.488]",6.5,41.41,41.488,-7.939,-7.847,"41.41,-7.939","Rua da Serra, Serra Satada, Serra, São Cristóvão de Mondim de Basto, Mondim de Basto, Vila Real, 4880-204, Portugal",0
1026,1968,"(-7.922, -7.833]","(40.524, 40.578]",1543.3483,"(-7.939, -7.847]","(41.496, 41.574]",524.03885003885,"(-7.934, -7.842]","(41.488, 41.566]",6.083333333333333,41.488,41.566,-7.939,-7.847,"41.488,-7.939","Pedraça, Cabeceiras de Basto, Braga, 4880-013, Portugal",0
