,index,long_position_solar,lat_position_solar,value_phov,long_position_topo,lat_position_topo,elevation,long_position,lat_position,value,lat_leftend,lat_rightend,long_leftend,long_rightend,coordinates,Address,esp_or_not
488,1341,"(-8.452, -8.363]","(39.075, 39.129]",1583.7296,"(-8.493, -8.401]","(39.384, 39.462]",36.04242424242424,"(-8.485, -8.393]","(39.389, 39.467]",6.25,39.389,39.467,-8.493,-8.401,"39.389,-8.493","Golegã, Santarém, 2150-200, Portugal",0
489,1342,"(-8.452, -8.363]","(39.129, 39.183]",1581.2059,"(-8.493, -8.401]","(39.462, 39.541]",81.51742424242424,"(-8.485, -8.393]","(39.467, 39.544]",5.75,39.467,39.544,-8.493,-8.401,"39.467,-8.493","Rua dos Foros da Lameira, Nossa Senhora de Fátima, Entroncamento, Santarém, 2330-515, Portugal",0
490,1343,"(-8.452, -8.363]","(39.183, 39.236]",1580.7451,"(-8.493, -8.401]","(39.541, 39.619]",97.17727272727272,"(-8.485, -8.393]","(39.544, 39.622]",4.666666666666667,39.544,39.622,-8.493,-8.401,"39.544,-8.493","Rua Doutor António Gonçalves, Soudos, Olaia e Paço, Paço, Santarém, 2350-201, Portugal",0
491,1344,"(-8.452, -8.363]","(39.236, 39.29]",1582.678,"(-8.493, -8.401]","(39.619, 39.697]",148.29469696969696,"(-8.485, -8.393]","(39.622, 39.7]",3.8333333333333335,39.622,39.7,-8.493,-8.401,"39.622,-8.493","Estrada da Carregueira, Fungalvaz, Assentiz, Tomar, Santarém, 2305-176, Portugal",0
492,1345,"(-8.452, -8.363]","(39.29, 39.344]",1577.8989,"(-8.493, -8.401]","(39.697, 39.775]",160.75984848484848,"(-8.485, -8.393]","(39.7, 39.778]",6.0,39.7,39.778,-8.493,-8.401,"39.7,-8.493","Seiça, Ourém, Santarém, 2435-123, Portugal",0
493,1346,"(-8.452, -8.363]","(39.344, 39.397]",1579.1583,"(-8.493, -8.401]","(39.775, 39.853]",240.94411764705882,"(-8.485, -8.393]","(39.778, 39.855]",7.0,39.778,39.855,-8.493,-8.401,"39.778,-8.493","Camarões, Freixianda, Ribeira do Fárrio e Formigais, Ourém, Santarém, 2435-305, Portugal",0
494,1347,"(-8.452, -8.363]","(39.397, 39.451]",1576.9124,"(-8.493, -8.401]","(39.853, 39.932]",258.1242424242424,"(-8.485, -8.393]","(39.855, 39.933]",7.0,39.855,39.933,-8.493,-8.401,"39.855,-8.493","Rua Fonte da Gota, Portela do Fojo, Abiul, Pombal, Leiria, 3250-021, Portugal",0
495,1348,"(-8.452, -8.363]","(39.451, 39.505]",1569.0752,"(-8.493, -8.401]","(39.932, 40.01]",276.26969696969695,"(-8.485, -8.393]","(39.933, 40.011]",7.0,39.933,40.011,-8.493,-8.401,"39.933,-8.493","Rua dos Ramalheiros, Louriceiras de Cima, Santiago da Guarda, Ansião, Leiria, 3240-582, Portugal",0
496,1349,"(-8.452, -8.363]","(39.505, 39.558]",1565.3002,"(-8.493, -8.401]","(40.01, 40.088]",259.975,"(-8.485, -8.393]","(40.011, 40.089]",7.0,40.011,40.089,-8.493,-8.401,"40.011,-8.493","Cotas, Degracias e Pombalinho, Soure, Coimbra, 3240-417, Portugal",0
497,1350,"(-8.452, -8.363]","(39.558, 39.612]",1562.899,"(-8.493, -8.401]","(40.088, 40.166]",167.40833333333333,"(-8.485, -8.393]","(40.089, 40.166]",7.0,40.089,40.166,-8.493,-8.401,"40.089,-8.493","Ameixieira, Condeixa-a-Velha e Condeixa-a-Nova, Condeixa-a-Nova, Coimbra, 3150-220, Portugal",0
498,1351,"(-8.452, -8.363]","(39.612, 39.666]",1551.8145,"(-8.493, -8.401]","(40.166, 40.244]",71.23106060606061,"(-8.485, -8.393]","(40.166, 40.244]",7.0,40.166,40.244,-8.493,-8.401,"40.166,-8.493","Autoestrada do Norte, Sebal e Belide, Condeixa-a-Nova, Coimbra, 3040-768, Portugal",0
499,1352,"(-8.452, -8.363]","(39.666, 39.719]",1542.5029,"(-8.493, -8.401]","(40.244, 40.323]",68.89166666666667,"(-8.485, -8.393]","(40.244, 40.322]",7.0,40.244,40.322,-8.493,-8.401,"40.244,-8.493","Rua Senhor do Outeiro, São Facundo, Antuzede e Vil de Matos, Coimbra, 3025-300, Portugal",0
500,1353,"(-8.452, -8.363]","(39.719, 39.773]",1536.5071,"(-8.493, -8.401]","(40.323, 40.401]",84.27941176470588,"(-8.485, -8.393]","(40.322, 40.4]",6.916666666666667,40.322,40.4,-8.493,-8.401,"40.322,-8.493","Autoestrada do Norte, Enxofães, Barcouço, Murtede, Cantanhede, Coimbra, 3025-263, Portugal",0
501,1354,"(-8.452, -8.363]","(39.773, 39.827]",1531.1849,"(-8.493, -8.401]","(40.401, 40.479]",63.1280303030303,"(-8.485, -8.393]","(40.4, 40.477]",7.0,40.4,40.477,-8.493,-8.401,"40.4,-8.493","Bolho, Sepins e Bolho, Cantanhede, Coimbra, 3050-566, Portugal",0
502,1355,"(-8.452, -8.363]","(39.827, 39.88]",1518.9917,"(-8.493, -8.401]","(40.479, 40.557]",53.36590909090909,"(-8.485, -8.393]","(40.477, 40.555]",6.666666666666667,40.477,40.555,-8.493,-8.401,"40.477,-8.493","Caminho da Quinta Pobre, Fogueira, Sangalhos, Anadia, Aveiro, 3782-102, Portugal",0
503,1356,"(-8.452, -8.363]","(39.88, 39.934]",1514.5588,"(-8.493, -8.401]","(40.557, 40.636]",65.14848484848486,"(-8.485, -8.393]","(40.555, 40.633]",5.333333333333333,40.555,40.633,-8.493,-8.401,"40.555,-8.493","Rua Principal, Piedade, Recardães e Espinhel, Águeda, Aveiro, 3750-405, Portugal",0
504,1357,"(-8.452, -8.363]","(39.934, 39.988]",1508.0785,"(-8.493, -8.401]","(40.636, 40.714]",96.35454545454546,"(-8.485, -8.393]","(40.633, 40.711]",6.583333333333333,40.633,40.711,-8.493,-8.401,"40.633,-8.493","Rua de São Brás, Alquerubim, Albergaria-a-Velha, Aveiro, 3850-365, Portugal",0
505,1358,"(-8.452, -8.363]","(39.988, 40.041]",1495.92,"(-8.493, -8.401]","(40.714, 40.792]",212.6128787878788,"(-8.485, -8.393]","(40.711, 40.788]",6.5,40.711,40.788,-8.493,-8.401,"40.711,-8.493","Zona Industrial de Albergaria-a-Velha, Albergaria-a-Velha, Albergaria-a-Velha e Valmaior, Albergaria-a-Velha, Aveiro, 3850-184, Portugal",0
506,1359,"(-8.452, -8.363]","(40.041, 40.095]",1489.6508,"(-8.493, -8.401]","(40.792, 40.87]",248.88030303030303,"(-8.485, -8.393]","(40.788, 40.866]",6.583333333333333,40.788,40.866,-8.493,-8.401,"40.788,-8.493","Quinta da Cerciaz, Rua do Paço, Figueiredo de Baixo, Pinheiro da Bemposta, Travanca e Palmaz, Oliveira de Azeméis, Aveiro, 3720-463, Portugal",0
507,1360,"(-8.452, -8.363]","(40.095, 40.149]",1489.3345,"(-8.493, -8.401]","(40.87, 40.948]",313.3439393939394,"(-8.485, -8.393]","(40.866, 40.944]",7.0,40.866,40.944,-8.493,-8.401,"40.866,-8.493","874-E, Rua do Progresso, Ferral, Vila de Cucujães, Oliveira de Azeméis, Aveiro, 3720-509, Portugal",0
508,1361,"(-8.452, -8.363]","(40.149, 40.202]",1486.5676,"(-8.493, -8.401]","(40.948, 41.027]",218.75588235294117,"(-8.485, -8.393]","(40.944, 41.022]",7.0,40.944,41.022,-8.493,-8.401,"40.944,-8.493","Rua 25 de Abril, Escapães, Santa Maria da Feira, Aveiro, 3700-394, Portugal",0
509,1362,"(-8.452, -8.363]","(40.202, 40.256]",1488.4823,"(-8.493, -8.401]","(41.027, 41.105]",109.35075757575757,"(-8.485, -8.393]","(41.022, 41.099]",7.0,41.022,41.099,-8.493,-8.401,"41.022,-8.493","Rua do Marco, Sandim, Olival, Lever e Crestuma, Vila Nova de Gaia, Porto, 4525, Portugal",0
510,1363,"(-8.452, -8.363]","(40.256, 40.31]",1481.3353,"(-8.493, -8.401]","(41.105, 41.183]",146.0340909090909,"(-8.485, -8.393]","(41.099, 41.177]",6.75,41.099,41.177,-8.493,-8.401,"41.099,-8.493","Trilho do Fontão, Aldeia, Foz do Sousa e Covelo, Gondomar, Porto, 4515-184, Portugal",0
511,1364,"(-8.452, -8.363]","(40.31, 40.363]",1482.9371,"(-8.493, -8.401]","(41.183, 41.261]",207.40454545454546,"(-8.485, -8.393]","(41.177, 41.255]",7.0,41.177,41.255,-8.493,-8.401,"41.177,-8.493","Caminho Fojo das Pombas, Valongo, Porto, 4440-563, Portugal",0
512,1365,"(-8.452, -8.363]","(40.363, 40.417]",1480.5574,"(-8.493, -8.401]","(41.261, 41.34]",283.4219696969697,"(-8.485, -8.393]","(41.255, 41.333]",7.0,41.255,41.333,-8.493,-8.401,"41.255,-8.493","Alminhas de Pidre, Rua das Alminhas, Pidre, Água Longa, Santo Tirso, Porto, 4825-075, Portugal",0
513,1366,"(-8.452, -8.363]","(40.417, 40.471]",1479.4397,"(-8.493, -8.401]","(41.34, 41.418]",126.02045454545454,"(-8.485, -8.393]","(41.333, 41.41]",7.0,41.333,41.41,-8.493,-8.401,"41.333,-8.493","Ermida, Couto (Santa Cristina), Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Santo Tirso, Porto, 4780-793, Portugal",0
514,1367,"(-8.452, -8.363]","(40.471, 40.524]",1477.0156,"(-8.493, -8.401]","(41.418, 41.496]",231.475,"(-8.485, -8.393]","(41.41, 41.488]",7.0,41.41,41.488,-8.493,-8.401,"41.41,-8.493","Rua Dr. Francisco Alves, Cardosos, Requião, Seide (São Paio), Vila Nova de Famalicão, Braga, 4760-680, Portugal",0
515,1368,"(-8.452, -8.363]","(40.524, 40.578]",1475.534,"(-8.493, -8.401]","(41.496, 41.574]",162.3090909090909,"(-8.485, -8.393]","(41.488, 41.566]",7.0,41.488,41.566,-8.493,-8.401,"41.488,-8.493","Rua da Bouça Longa, Além do Rio, Ruilhe, Braga, 4705-003, Portugal",0
516,1369,"(-8.452, -8.363]","(40.578, 40.632]",1471.6919,"(-8.493, -8.401]","(41.574, 41.652]",68.4125,"(-8.485, -8.393]","(41.566, 41.644]",7.0,41.566,41.644,-8.493,-8.401,"41.566,-8.493","Rua da Gandra, Padim da Graça, Braga, 4700-646, Portugal",0
517,1370,"(-8.452, -8.363]","(40.632, 40.685]",1463.9031,"(-8.493, -8.401]","(41.652, 41.731]",263.06136363636364,"(-8.485, -8.393]","(41.644, 41.721]",7.0,41.644,41.721,-8.493,-8.401,"41.644,-8.493","Avenida Central, Marrancos e Arcozelo, Vila Verde, Ponte de Lima, Braga, 4730-283, Portugal",0
518,1371,"(-8.452, -8.363]","(40.685, 40.739]",1455.4438,"(-8.493, -8.401]","(41.731, 41.809]",264.6727272727273,"(-8.485, -8.393]","(41.721, 41.799]",6.583333333333333,41.721,41.799,-8.493,-8.401,"41.721,-8.493","CM 1158, Porrinhoso, Ribeira do Neiva, Vila Verde, Braga, 4730-200, Portugal",0
519,1372,"(-8.452, -8.363]","(40.739, 40.793]",1457.1531,"(-8.493, -8.401]","(41.809, 41.887]",206.36212121212122,"(-8.485, -8.393]","(41.799, 41.877]",6.6875,41.799,41.877,-8.493,-8.401,"41.799,-8.493","Jolda (Madalena) e Rio Cabrão, Arcos de Valdevez, Viana do Castelo, Portugal",0
520,1373,"(-8.452, -8.363]","(40.793, 40.846]",1443.4569,"(-8.493, -8.401]","(41.887, 41.965]",315.46060606060604,"(-8.485, -8.393]","(41.877, 41.955]",7.0,41.877,41.955,-8.493,-8.401,"41.877,-8.493","Travassos, Senharei, Arcos de Valdevez, Viana do Castelo, 4970-388, Portugal",0
521,1374,"(-8.452, -8.363]","(40.846, 40.9]",1460.1652,"(-8.493, -8.401]","(41.965, 42.044]",402.3598484848485,"(-8.485, -8.393]","(41.955, 42.032]",6.833333333333333,41.955,42.032,-8.493,-8.401,"41.955,-8.493","Cotão, EN 301, Covela, Padroso, Arcos de Valdevez, Viana do Castelo, 4970-388, Portugal",0
522,1375,"(-8.452, -8.363]","(40.9, 40.954]",1467.32,"(-8.493, -8.401]","(42.044, 42.122]",107.51212121212122,"(-8.485, -8.393]","(42.032, 42.11]",7.0,42.032,42.11,-8.493,-8.401,"42.032,-8.493","Caminho da Serração, Catelinha, Moreira, Monção, Viana do Castelo, 4950-614, Portugal",0
540,1411,"(-8.363, -8.275]","(37.465, 37.519]",1632.5475,"(-8.401, -8.308]","(37.037, 37.116]",18.987179487179485,"(-8.393, -8.301]","(37.056, 37.134]",6.916666666666667,37.056,37.134,-8.401,-8.308,"37.056,-8.401","Lagoa, Lagoa e Carvoeiro, Lagoa, Faro, 8401-852 LAGOA, Portugal",0
541,1412,"(-8.363, -8.275]","(37.519, 37.573]",1630.3846,"(-8.401, -8.308]","(37.116, 37.194]",48.158508158508155,"(-8.393, -8.301]","(37.134, 37.212]",6.75,37.134,37.212,-8.401,-8.308,"37.134,-8.401","Porches, Lagoa, Faro, 8400-489, Portugal",0
542,1413,"(-8.363, -8.275]","(37.573, 37.626]",1638.3497,"(-8.401, -8.308]","(37.194, 37.272]",101.06526806526807,"(-8.393, -8.301]","(37.212, 37.29]",6.666666666666667,37.212,37.29,-8.401,-8.308,"37.212,-8.401","Pinheiro e Garrado, Silves, Faro, 8300-126 SILVES, Portugal",0
543,1414,"(-8.363, -8.275]","(37.626, 37.68]",1645.6278,"(-8.401, -8.308]","(37.272, 37.35]",167.973581973582,"(-8.393, -8.301]","(37.29, 37.367]",6.75,37.29,37.367,-8.401,-8.308,"37.29,-8.401","Silves, Faro, Portugal",0
544,1415,"(-8.363, -8.275]","(37.68, 37.734]",1644.5746,"(-8.401, -8.308]","(37.35, 37.429]",184.7443438914027,"(-8.393, -8.301]","(37.367, 37.445]",6.0,37.367,37.445,-8.401,-8.308,"37.367,-8.401","Monte Velho, São Marcos da Serra, Silves, Faro, Portugal",0
545,1416,"(-8.363, -8.275]","(37.734, 37.787]",1646.1392,"(-8.401, -8.308]","(37.429, 37.507]",227.33799533799535,"(-8.393, -8.301]","(37.445, 37.523]",6.666666666666667,37.445,37.523,-8.401,-8.308,"37.445,-8.401","Santana da Serra, Ourique, Beja, 7765-881, Portugal",0
546,1417,"(-8.363, -8.275]","(37.787, 37.841]",1647.4176,"(-8.401, -8.308]","(37.507, 37.585]",184.1996891996892,"(-8.393, -8.301]","(37.523, 37.601]",6.666666666666667,37.523,37.601,-8.401,-8.308,"37.523,-8.401","Lavajo, Santa Clara-a-Velha, Odemira, Beja, Portugal",0
547,1418,"(-8.363, -8.275]","(37.841, 37.895]",1646.187,"(-8.401, -8.308]","(37.585, 37.663]",250.55322455322457,"(-8.393, -8.301]","(37.601, 37.678]",6.5,37.601,37.678,-8.401,-8.308,"37.601,-8.401","Carvoso, CM 1129, Pero Galego de Cima, São Martinho das Amoreiras, Odemira, Beja, 7630, Portugal",0
548,1419,"(-8.363, -8.275]","(37.895, 37.948]",1642.7301,"(-8.401, -8.308]","(37.663, 37.741]",153.4110334110334,"(-8.393, -8.301]","(37.678, 37.756]",6.416666666666667,37.678,37.756,-8.401,-8.308,"37.678,-8.401","Monte Novo das Canas, EM 123-1, Monte das Pretas, São Martinho das Amoreiras, Odemira, Beja, 7630-536, Portugal",0
549,1420,"(-8.363, -8.275]","(37.948, 38.002]",1638.6472,"(-8.401, -8.308]","(37.741, 37.82]",117.20979020979021,"(-8.393, -8.301]","(37.756, 37.834]",5.75,37.756,37.834,-8.401,-8.308,"37.756,-8.401","Panoias e Conceição, Ourique, Beja, Portugal",0
550,1421,"(-8.363, -8.275]","(38.002, 38.056]",1633.5198,"(-8.401, -8.308]","(37.82, 37.898]",90.03574203574203,"(-8.393, -8.301]","(37.834, 37.912]",6.75,37.834,37.912,-8.401,-8.308,"37.834,-8.401","Panoias e Conceição, Ourique, Beja, Portugal",0
551,1422,"(-8.363, -8.275]","(38.056, 38.109]",1629.876,"(-8.401, -8.308]","(37.898, 37.976]",68.98135198135198,"(-8.393, -8.301]","(37.912, 37.989]",6.666666666666667,37.912,37.989,-8.401,-8.308,"37.912,-8.401","EN 262, Herdade do Carvalhal, Alvalade, Odemira, Santiago do Cacém, Setúbal, 7565-037, Portugal",0
552,1423,"(-8.363, -8.275]","(38.109, 38.163]",1625.5574,"(-8.401, -8.308]","(37.976, 38.054]",65.7579185520362,"(-8.393, -8.301]","(37.989, 38.067]",6.666666666666667,37.989,38.067,-8.401,-8.308,"37.989,-8.401","Monte Branco da Serra, Ermidas-Sado, Santiago do Cacém, Setúbal, 7565-258, Portugal",0
553,1424,"(-8.363, -8.275]","(38.163, 38.217]",1620.9795,"(-8.401, -8.308]","(38.054, 38.133]",65.02952602952602,"(-8.393, -8.301]","(38.067, 38.145]",7.0,38.067,38.145,-8.401,-8.308,"38.067,-8.401","Monte Corte Cordeiro, IC 1;EN 262, Vale da Eira, Ermidas-Sado, Santiago do Cacém, Setúbal, 7565-258, Portugal",0
554,1425,"(-8.363, -8.275]","(38.217, 38.27]",1616.3164,"(-8.401, -8.308]","(38.133, 38.211]",61.261849261849264,"(-8.393, -8.301]","(38.145, 38.223]",6.833333333333333,38.145,38.223,-8.401,-8.308,"38.145,-8.401","Azinheira dos Barros e São Mamede do Sádão, Grândola, Setúbal, Portugal",0
555,1426,"(-8.363, -8.275]","(38.27, 38.324]",1613.7535,"(-8.401, -8.308]","(38.211, 38.289]",55.69230769230769,"(-8.393, -8.301]","(38.223, 38.3]",6.25,38.223,38.3,-8.401,-8.308,"38.223,-8.401","Mil Brejos Batão, Torrão, Alcácer do Sal, Setúbal, Portugal",0
556,1427,"(-8.363, -8.275]","(38.324, 38.378]",1615.4747,"(-8.401, -8.308]","(38.289, 38.367]",79.38150738150738,"(-8.393, -8.301]","(38.3, 38.378]",7.0,38.3,38.378,-8.401,-8.308,"38.3,-8.401","EN 5, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, Portugal",0
557,1428,"(-8.363, -8.275]","(38.378, 38.431]",1614.2102,"(-8.401, -8.308]","(38.367, 38.445]",81.51359751359752,"(-8.393, -8.301]","(38.378, 38.456]",7.0,38.378,38.456,-8.401,-8.308,"38.378,-8.401","Alfebrinho, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, Portugal",0
558,1429,"(-8.363, -8.275]","(38.431, 38.485]",1610.6638,"(-8.401, -8.308]","(38.445, 38.524]",127.6068376068376,"(-8.393, -8.301]","(38.456, 38.534]",7.0,38.456,38.534,-8.401,-8.308,"38.456,-8.401","Herdade da Portagem, Santa Susana, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, 7580, Portugal",0
559,1430,"(-8.363, -8.275]","(38.485, 38.539]",1610.0099,"(-8.401, -8.308]","(38.524, 38.602]",193.49547511312218,"(-8.393, -8.301]","(38.534, 38.611]",7.0,38.534,38.611,-8.401,-8.308,"38.534,-8.401","Montes do Foro da Baixa, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, 7580-701, Portugal",0
560,1431,"(-8.363, -8.275]","(38.539, 38.592]",1609.5471,"(-8.401, -8.308]","(38.602, 38.68]",179.35508935508935,"(-8.393, -8.301]","(38.611, 38.689]",6.833333333333333,38.611,38.689,-8.401,-8.308,"38.611,-8.401","Caeirão, Cabrela, Montemor-o-Novo, Évora, Portugal",0
561,1432,"(-8.363, -8.275]","(38.592, 38.646]",1604.5677,"(-8.401, -8.308]","(38.68, 38.758]",135.06371406371406,"(-8.393, -8.301]","(38.689, 38.767]",6.833333333333333,38.689,38.767,-8.401,-8.308,"38.689,-8.401","Vendas Novas, Évora, Portugal",0
562,1433,"(-8.363, -8.275]","(38.646, 38.7]",1599.1315,"(-8.401, -8.308]","(38.758, 38.837]",132.67210567210566,"(-8.393, -8.301]","(38.767, 38.845]",6.75,38.767,38.845,-8.401,-8.308,"38.767,-8.401","EN 380, Lavre, Cortiçadas de Lavre e Lavre, Montemor-o-Novo, Évora, 7050-467, Portugal",0
563,1434,"(-8.363, -8.275]","(38.7, 38.753]",1600.6613,"(-8.401, -8.308]","(38.837, 38.915]",103.60761460761461,"(-8.393, -8.301]","(38.845, 38.922]",6.75,38.845,38.922,-8.401,-8.308,"38.845,-8.401","EN 114, Santana do Mato, Cortiçadas de Lavre e Lavre, Coruche, Santarém, Portugal",0
564,1435,"(-8.363, -8.275]","(38.753, 38.807]",1593.2814,"(-8.401, -8.308]","(38.915, 38.993]",77.91452991452991,"(-8.393, -8.301]","(38.922, 39.0]",6.833333333333333,38.922,39.0,-8.401,-8.308,"38.922,-8.401","Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",0
565,1436,"(-8.363, -8.275]","(38.807, 38.861]",1588.5507,"(-8.401, -8.308]","(38.993, 39.071]",85.51670551670551,"(-8.393, -8.301]","(39.0, 39.078]",7.0,39.0,39.078,-8.401,-8.308,"39.0,-8.401","Juncal, Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",0
566,1437,"(-8.363, -8.275]","(38.861, 38.914]",1585.8364,"(-8.401, -8.308]","(39.071, 39.149]",127.94250194250195,"(-8.393, -8.301]","(39.078, 39.156]",7.0,39.078,39.156,-8.401,-8.308,"39.078,-8.401","Parreira e Chouto, Chamusca, Santarém, Portugal",0
567,1438,"(-8.363, -8.275]","(38.914, 38.968]",1585.1746,"(-8.401, -8.308]","(39.149, 39.228]",124.68476621417798,"(-8.393, -8.301]","(39.156, 39.233]",7.0,39.156,39.233,-8.401,-8.308,"39.156,-8.401","Parreira e Chouto, Chamusca, Santarém, Portugal",0
568,1439,"(-8.363, -8.275]","(38.968, 39.022]",1585.8365,"(-8.401, -8.308]","(39.228, 39.306]",149.47785547785548,"(-8.393, -8.301]","(39.233, 39.311]",6.916666666666667,39.233,39.311,-8.401,-8.308,"39.233,-8.401","Vale de Cavalos, Chamusca, Santarém, 2140-405 VALE DE CAVALOS, Portugal",0
569,1440,"(-8.363, -8.275]","(39.022, 39.075]",1585.613,"(-8.401, -8.308]","(39.306, 39.384]",150.93706293706293,"(-8.393, -8.301]","(39.311, 39.389]",6.833333333333333,39.311,39.389,-8.401,-8.308,"39.311,-8.401","Ulme, Chamusca, Santarém, Portugal",0
570,1441,"(-8.363, -8.275]","(39.075, 39.129]",1586.5608,"(-8.401, -8.308]","(39.384, 39.462]",127.31313131313131,"(-8.393, -8.301]","(39.389, 39.467]",7.0,39.389,39.467,-8.401,-8.308,"39.389,-8.401","Carregueira, Chamusca, Santarém, 2140-665 CHAMUSCA, Portugal",0
571,1442,"(-8.363, -8.275]","(39.129, 39.183]",1588.1497,"(-8.401, -8.308]","(39.462, 39.541]",96.83916083916084,"(-8.393, -8.301]","(39.467, 39.544]",6.0,39.467,39.544,-8.401,-8.308,"39.467,-8.401","Rua Humberto Martinho, Tancos, Vila Nova da Barquinha, Santarém, 2260-314, Portugal",0
572,1443,"(-8.363, -8.275]","(39.183, 39.236]",1583.677,"(-8.401, -8.308]","(39.541, 39.619]",127.44366744366744,"(-8.393, -8.301]","(39.544, 39.622]",5.5,39.544,39.622,-8.401,-8.308,"39.544,-8.401","EN 358, Asseiceira, Tomar, Santarém, 2305-518, Portugal",0
573,1444,"(-8.363, -8.275]","(39.236, 39.29]",1583.8336,"(-8.401, -8.308]","(39.619, 39.697]",204.94405594405595,"(-8.393, -8.301]","(39.622, 39.7]",4.166666666666667,39.622,39.7,-8.401,-8.308,"39.622,-8.401","Ponte de Peniche, Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém, 2300-381, Portugal",0
574,1445,"(-8.363, -8.275]","(39.29, 39.344]",1581.2351,"(-8.401, -8.308]","(39.697, 39.775]",249.41724941724942,"(-8.393, -8.301]","(39.7, 39.778]",6.375,39.7,39.778,-8.401,-8.308,"39.7,-8.401","EM 526, Carrascal, Chãos, Ferreira do Zêzere, Santarém, Portugal",0
575,1446,"(-8.363, -8.275]","(39.344, 39.397]",1581.843,"(-8.401, -8.308]","(39.775, 39.853]",311.6998491704374,"(-8.393, -8.301]","(39.778, 39.855]",7.0,39.778,39.855,-8.401,-8.308,"39.778,-8.401","Rua do Vale Feto, Marques, Pelmá, Alvaiázere, Leiria, 2435-278, Portugal",0
576,1447,"(-8.363, -8.275]","(39.397, 39.451]",1575.8137,"(-8.401, -8.308]","(39.853, 39.932]",300.3177933177933,"(-8.393, -8.301]","(39.855, 39.933]",7.0,39.855,39.933,-8.401,-8.308,"39.855,-8.401","Caminho Outeiro do Talegre, Pomares, Pousaflores, Alvaiázere, Leiria, 3250, Portugal",0
577,1448,"(-8.363, -8.275]","(39.451, 39.505]",1568.0609,"(-8.401, -8.308]","(39.932, 40.01]",390.0971250971251,"(-8.393, -8.301]","(39.933, 40.011]",7.0,39.933,40.011,-8.401,-8.308,"39.933,-8.401","Cabeça Redonda, Cumeeira, Penela, Coimbra, 3240-227, Portugal",0
578,1449,"(-8.363, -8.275]","(39.505, 39.558]",1561.9186,"(-8.401, -8.308]","(40.01, 40.088]",271.037296037296,"(-8.393, -8.301]","(40.011, 40.089]",7.0,40.011,40.089,-8.401,-8.308,"40.011,-8.401","São Sebastião, São Miguel, Santa Eufémia e Rabaçal, Penela, Coimbra, 3230-268, Portugal",0
579,1450,"(-8.363, -8.275]","(39.558, 39.612]",1559.2765,"(-8.401, -8.308]","(40.088, 40.166]",178.24009324009324,"(-8.393, -8.301]","(40.089, 40.166]",7.0,40.089,40.166,-8.401,-8.308,"40.089,-8.401","EN 342, Beiçudo, Vila Seca e Bem da Fé, Condeixa-a-Nova, Coimbra, 3230-529, Portugal",0
580,1451,"(-8.363, -8.275]","(39.612, 39.666]",1558.5765,"(-8.401, -8.308]","(40.166, 40.244]",204.2004662004662,"(-8.393, -8.301]","(40.166, 40.244]",7.0,40.166,40.244,-8.401,-8.308,"40.166,-8.401","Santa Clara e Castelo Viegas, Coimbra, 3040-713, Portugal",0
581,1452,"(-8.363, -8.275]","(39.666, 39.719]",1559.9462,"(-8.401, -8.308]","(40.244, 40.323]",274.07536907536905,"(-8.393, -8.301]","(40.244, 40.322]",7.0,40.244,40.322,-8.401,-8.308,"40.244,-8.401","Estrada Principal de Vale Velho, Casal de Além, Eiras e São Paulo de Frades, Coimbra, 3020-125, Portugal",0
582,1453,"(-8.363, -8.275]","(39.719, 39.773]",1553.883,"(-8.401, -8.308]","(40.323, 40.401]",253.60105580693815,"(-8.393, -8.301]","(40.322, 40.4]",7.0,40.322,40.4,-8.401,-8.308,"40.322,-8.401","Larçã, Souselas e Botão, Coimbra, 3050-443, Portugal",0
583,1454,"(-8.363, -8.275]","(39.773, 39.827]",1536.2467,"(-8.401, -8.308]","(40.401, 40.479]",231.7117327117327,"(-8.393, -8.301]","(40.4, 40.477]",6.9375,40.4,40.477,-8.401,-8.308,"40.4,-8.401","Barrô, Luso, Mealhada, Aveiro, 3050-206, Portugal",0
584,1455,"(-8.363, -8.275]","(39.827, 39.88]",1524.7544,"(-8.401, -8.308]","(40.479, 40.557]",208.83993783993785,"(-8.393, -8.301]","(40.477, 40.555]",6.5,40.477,40.555,-8.401,-8.308,"40.477,-8.401","Avelãs de Cima, Anadia, Aveiro, 3750-042, Portugal",0
585,1456,"(-8.363, -8.275]","(39.88, 39.934]",1523.9326,"(-8.401, -8.308]","(40.557, 40.636]",206.02952602952604,"(-8.393, -8.301]","(40.555, 40.633]",4.666666666666667,40.555,40.633,-8.401,-8.308,"40.555,-8.401","Crossódromo Internacional de Águeda, Avenida das 2 Rodas, Parque Empresarial do Casarão, Águeda e Borralha, Águeda, Aveiro, 3750-302, Portugal",0
