,Phov,Elevation,long_bins,lat_bins,Inclination,lat_leftend,lat_rightend,long_leftend,long_rightend,Coordinates,Address,County
315,1639.0814,198.65227272727276,"(-8.485, -8.393]","(37.678, 37.756]",7.0,37.678,37.756,-8.493,-8.401,"37.678,-8.493","Pereiro Grande, Relíquias, Odemira, Beja, Portugal",Beja
316,1637.9613,106.23257575757576,"(-8.485, -8.393]","(37.756, 37.834]",6.833333333333333,37.756,37.834,-8.493,-8.401,"37.756,-8.493","CM 1074, Colos, Odemira, Beja, 7630-329, Portugal",Setúbal
317,1635.8828,77.43106060606061,"(-8.485, -8.393]","(37.834, 37.912]",7.0,37.834,37.912,-8.493,-8.401,"37.834,-8.493","CM 1075-1, Vale de Santiago, Odemira, Beja, Portugal",Setúbal
318,1632.8762,77.49545454545455,"(-8.485, -8.393]","(37.912, 37.989]",6.666666666666667,37.912,37.989,-8.493,-8.401,"37.912,-8.493","CM 1075, Foros da Casa Nova, São Domingos e Vale de Água, Santiago do Cacém, Setúbal, 7540-415, Portugal",Setúbal
319,1628.6829,84.60367647058824,"(-8.485, -8.393]","(37.989, 38.067]",6.666666666666667,37.989,38.067,-8.493,-8.401,"37.989,-8.493","Arealão, Abela, Santiago do Cacém, Setúbal, 7565-909, Portugal",Setúbal
320,1629.456,93.97424242424242,"(-8.485, -8.393]","(38.067, 38.145]",7.0,38.067,38.145,-8.493,-8.401,"38.067,-8.493","EM 544, Azinheira dos Barros e São Mamede do Sádão, Grândola, Setúbal, 7570776, Portugal",Setúbal
321,1622.7172,80.48484848484848,"(-8.485, -8.393]","(38.145, 38.223]",7.0,38.145,38.223,-8.493,-8.401,"38.145,-8.493","Canal Caveira, Grândola e Santa Margarida da Serra, Grândola, Setúbal, 7570776, Portugal",Setúbal
322,1614.5212,77.60757575757576,"(-8.485, -8.393]","(38.223, 38.3]",6.833333333333333,38.223,38.3,-8.493,-8.401,"38.223,-8.493","Espadanal, Grândola e Santa Margarida da Serra, Grândola, Setúbal, Portugal",Setúbal
323,1616.8668,62.61661585365854,"(-8.485, -8.393]","(38.3, 38.378]",6.3125,38.3,38.378,-8.493,-8.401,"38.3,-8.493","EN 382, Arêz, Alcácer do Sal, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, Portugal",Setúbal
324,1613.0658,46.06969696969697,"(-8.485, -8.393]","(38.378, 38.456]",6.0,38.378,38.456,-8.493,-8.401,"38.378,-8.493","Bairro do Laranjal, Alcácer do Sal, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, 7580-126 ALCÁCER DO SAL, Portugal",Setúbal
325,1607.5222,89.05151515151515,"(-8.485, -8.393]","(38.456, 38.534]",5.833333333333333,38.456,38.534,-8.493,-8.401,"38.456,-8.493","São Martinho, Alcácer do Sal, Setúbal, Portugal",Évora
326,1605.8604,106.93897058823528,"(-8.485, -8.393]","(38.534, 38.611]",6.5,38.534,38.611,-8.493,-8.401,"38.534,-8.493","EM 539, Casebres, São Martinho, Alcácer do Sal, Setúbal, 7050-423, Portugal",Évora
327,1602.8262,122.46742424242424,"(-8.485, -8.393]","(38.611, 38.689]",6.916666666666667,38.611,38.689,-8.493,-8.401,"38.611,-8.493","Monte do Palhavã, Cabrela, Montemor-o-Novo, Évora, Portugal",Évora
328,1600.8466,104.47651515151514,"(-8.485, -8.393]","(38.689, 38.767]",7.0,38.689,38.767,-8.493,-8.401,"38.689,-8.493","Estrada de Canha, Foros dos Infantes, Vendas Novas, Évora, 7080-160, Portugal",Santarém
329,1602.5289,102.81060606060606,"(-8.485, -8.393]","(38.767, 38.845]",7.0,38.767,38.845,-8.493,-8.401,"38.767,-8.493","Cortiçadas de Lavre e Lavre, Montemor-o-Novo, Évora, Portugal",Santarém
330,1593.3486,86.08030303030303,"(-8.485, -8.393]","(38.845, 38.922]",7.0,38.845,38.922,-8.493,-8.401,"38.845,-8.493","Santana do Mato, Coruche, Santarém, Portugal",Santarém
331,1587.205,42.88484848484848,"(-8.485, -8.393]","(38.922, 39.0]",6.916666666666667,38.922,39.0,-8.493,-8.401,"38.922,-8.493","Rua de São Torcato, Sociedade de Desenvolvimento Agro-Industrial, Foros da Salgueirinha, Coruche, Fajarda e Erra, Coruche, Santarém, 2100 051, Portugal",Santarém
332,1586.6698,96.08636363636364,"(-8.485, -8.393]","(39.0, 39.078]",7.0,39.0,39.078,-8.493,-8.401,"39.0,-8.493","Várzea de Água, Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",Santarém
333,1584.7866,105.65984848484848,"(-8.485, -8.393]","(39.078, 39.156]",7.0,39.078,39.156,-8.493,-8.401,"39.078,-8.493","Zebrinho, São José da Lamarosa, Coruche, Santarém, Portugal",Santarém
334,1582.6993,101.77279411764704,"(-8.485, -8.393]","(39.156, 39.233]",6.583333333333333,39.156,39.233,-8.493,-8.401,"39.156,-8.493","Raposa, Almeirim, Santarém, Portugal",Santarém
335,1582.3129,131.02954545454546,"(-8.485, -8.393]","(39.233, 39.311]",6.25,39.233,39.311,-8.493,-8.401,"39.233,-8.493","Vale de Cavalos, Chamusca, Santarém, 2140-405 VALE DE CAVALOS, Portugal",Santarém
336,1584.7771,91.75454545454544,"(-8.485, -8.393]","(39.311, 39.389]",5.833333333333333,39.311,39.389,-8.493,-8.401,"39.311,-8.493","EN 118, Casal das Oliveiras, Vale de Cavalos, Chamusca, Santarém, 2140-405 VALE DE CAVALOS, Portugal",Santarém
337,1583.7296,36.04242424242424,"(-8.485, -8.393]","(39.389, 39.467]",6.25,39.389,39.467,-8.493,-8.401,"39.389,-8.493","Golegã, Santarém, 2150-200, Portugal",Santarém
338,1581.2059,81.51742424242424,"(-8.485, -8.393]","(39.467, 39.544]",5.75,39.467,39.544,-8.493,-8.401,"39.467,-8.493","Rua dos Foros da Lameira, Nossa Senhora de Fátima, Entroncamento, Santarém, 2330-515, Portugal",Santarém
339,1580.7451,97.17727272727272,"(-8.485, -8.393]","(39.544, 39.622]",4.666666666666667,39.544,39.622,-8.493,-8.401,"39.544,-8.493","Rua Doutor António Gonçalves, Soudos, Olaia e Paço, Paço, Santarém, 2350-201, Portugal",Santarém
340,1582.678,148.29469696969696,"(-8.485, -8.393]","(39.622, 39.7]",3.8333333333333335,39.622,39.7,-8.493,-8.401,"39.622,-8.493","Estrada da Carregueira, Fungalvaz, Assentiz, Tomar, Santarém, 2305-176, Portugal",Santarém
341,1577.8989,160.75984848484848,"(-8.485, -8.393]","(39.7, 39.778]",6.0,39.7,39.778,-8.493,-8.401,"39.7,-8.493","Seiça, Ourém, Santarém, 2435-123, Portugal",Leiria
342,1579.1583,240.9441176470588,"(-8.485, -8.393]","(39.778, 39.855]",7.0,39.778,39.855,-8.493,-8.401,"39.778,-8.493","Camarões, Freixianda, Ribeira do Fárrio e Formigais, Ourém, Santarém, 2435-305, Portugal",Leiria
343,1576.9124,258.1242424242424,"(-8.485, -8.393]","(39.855, 39.933]",7.0,39.855,39.933,-8.493,-8.401,"39.855,-8.493","Rua Fonte da Gota, Portela do Fojo, Abiul, Pombal, Leiria, 3250-021, Portugal",Coimbra
344,1569.0752,276.2696969696969,"(-8.485, -8.393]","(39.933, 40.011]",7.0,39.933,40.011,-8.493,-8.401,"39.933,-8.493","Rua dos Ramalheiros, Louriceiras de Cima, Santiago da Guarda, Ansião, Leiria, 3240-582, Portugal",Coimbra
345,1565.3002,259.975,"(-8.485, -8.393]","(40.011, 40.089]",7.0,40.011,40.089,-8.493,-8.401,"40.011,-8.493","Cotas, Degracias e Pombalinho, Soure, Coimbra, 3240-417, Portugal",Coimbra
346,1562.899,167.40833333333333,"(-8.485, -8.393]","(40.089, 40.166]",7.0,40.089,40.166,-8.493,-8.401,"40.089,-8.493","Ameixieira, Condeixa-a-Velha e Condeixa-a-Nova, Condeixa-a-Nova, Coimbra, 3150-220, Portugal",Coimbra
347,1551.8145,71.23106060606061,"(-8.485, -8.393]","(40.166, 40.244]",7.0,40.166,40.244,-8.493,-8.401,"40.166,-8.493","Autoestrada do Norte, Sebal e Belide, Condeixa-a-Nova, Coimbra, 3040-768, Portugal",Coimbra
348,1542.5029,68.89166666666667,"(-8.485, -8.393]","(40.244, 40.322]",7.0,40.244,40.322,-8.493,-8.401,"40.244,-8.493","Rua Senhor do Outeiro, São Facundo, Antuzede e Vil de Matos, Coimbra, 3025-300, Portugal",Coimbra
349,1536.5071,84.27941176470588,"(-8.485, -8.393]","(40.322, 40.4]",6.916666666666667,40.322,40.4,-8.493,-8.401,"40.322,-8.493","Autoestrada do Norte, Enxofães, Barcouço, Murtede, Cantanhede, Coimbra, 3025-263, Portugal",Aveiro
350,1531.1849,63.1280303030303,"(-8.485, -8.393]","(40.4, 40.477]",7.0,40.4,40.477,-8.493,-8.401,"40.4,-8.493","Bolho, Sepins e Bolho, Cantanhede, Coimbra, 3050-566, Portugal",Aveiro
351,1518.9917,53.36590909090909,"(-8.485, -8.393]","(40.477, 40.555]",6.666666666666667,40.477,40.555,-8.493,-8.401,"40.477,-8.493","Caminho da Quinta Pobre, Fogueira, Sangalhos, Anadia, Aveiro, 3782-102, Portugal",Aveiro
352,1514.5588,65.14848484848486,"(-8.485, -8.393]","(40.555, 40.633]",5.333333333333333,40.555,40.633,-8.493,-8.401,"40.555,-8.493","Rua Principal, Piedade, Recardães e Espinhel, Águeda, Aveiro, 3750-405, Portugal",Aveiro
353,1508.0785,96.35454545454546,"(-8.485, -8.393]","(40.633, 40.711]",6.583333333333333,40.633,40.711,-8.493,-8.401,"40.633,-8.493","Rua de São Brás, Alquerubim, Albergaria-a-Velha, Aveiro, 3850-365, Portugal",Aveiro
354,1495.92,212.6128787878788,"(-8.485, -8.393]","(40.711, 40.788]",6.5,40.711,40.788,-8.493,-8.401,"40.711,-8.493","Zona Industrial de Albergaria-a-Velha, Albergaria-a-Velha, Albergaria-a-Velha e Valmaior, Albergaria-a-Velha, Aveiro, 3850-184, Portugal",Aveiro
355,1489.6508,248.88030303030305,"(-8.485, -8.393]","(40.788, 40.866]",6.583333333333333,40.788,40.866,-8.493,-8.401,"40.788,-8.493","Quinta da Cerciaz, Rua do Paço, Figueiredo de Baixo, Pinheiro da Bemposta, Travanca e Palmaz, Oliveira de Azeméis, Aveiro, 3720-463, Portugal",Aveiro
356,1489.3345,313.3439393939394,"(-8.485, -8.393]","(40.866, 40.944]",7.0,40.866,40.944,-8.493,-8.401,"40.866,-8.493","874-E, Rua do Progresso, Ferral, Vila de Cucujães, Oliveira de Azeméis, Aveiro, 3720-509, Portugal",Porto
357,1486.5676,218.7558823529412,"(-8.485, -8.393]","(40.944, 41.022]",7.0,40.944,41.022,-8.493,-8.401,"40.944,-8.493","Rua 25 de Abril, Escapães, Santa Maria da Feira, Aveiro, 3700-394, Portugal",Porto
358,1488.4823,109.35075757575756,"(-8.485, -8.393]","(41.022, 41.099]",7.0,41.022,41.099,-8.493,-8.401,"41.022,-8.493","Rua do Marco, Sandim, Olival, Lever e Crestuma, Vila Nova de Gaia, Porto, 4525, Portugal",Porto
359,1481.3353,146.0340909090909,"(-8.485, -8.393]","(41.099, 41.177]",6.75,41.099,41.177,-8.493,-8.401,"41.099,-8.493","Trilho do Fontão, Aldeia, Foz do Sousa e Covelo, Gondomar, Porto, 4515-184, Portugal",Porto
360,1482.9371,207.40454545454543,"(-8.485, -8.393]","(41.177, 41.255]",7.0,41.177,41.255,-8.493,-8.401,"41.177,-8.493","Caminho Fojo das Pombas, Valongo, Porto, 4440-563, Portugal",Porto
361,1480.5574,283.4219696969697,"(-8.485, -8.393]","(41.255, 41.333]",7.0,41.255,41.333,-8.493,-8.401,"41.255,-8.493","Alminhas de Pidre, Rua das Alminhas, Pidre, Água Longa, Santo Tirso, Porto, 4825-075, Portugal",Braga
362,1479.4397,126.02045454545454,"(-8.485, -8.393]","(41.333, 41.41]",7.0,41.333,41.41,-8.493,-8.401,"41.333,-8.493","Ermida, Couto (Santa Cristina), Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães, Santo Tirso, Porto, 4780-793, Portugal",Braga
363,1477.0156,231.475,"(-8.485, -8.393]","(41.41, 41.488]",7.0,41.41,41.488,-8.493,-8.401,"41.41,-8.493","Rua Dr. Francisco Alves, Cardosos, Requião, Seide (São Paio), Vila Nova de Famalicão, Braga, 4760-680, Portugal",Braga
364,1475.534,162.3090909090909,"(-8.485, -8.393]","(41.488, 41.566]",7.0,41.488,41.566,-8.493,-8.401,"41.488,-8.493","Rua da Bouça Longa, Além do Rio, Ruilhe, Braga, 4705-003, Portugal",Braga
365,1471.6919,68.4125,"(-8.485, -8.393]","(41.566, 41.644]",7.0,41.566,41.644,-8.493,-8.401,"41.566,-8.493","Rua da Gandra, Padim da Graça, Braga, 4700-646, Portugal",Braga
366,1463.9031,263.06136363636364,"(-8.485, -8.393]","(41.644, 41.721]",7.0,41.644,41.721,-8.493,-8.401,"41.644,-8.493","Avenida Central, Marrancos e Arcozelo, Vila Verde, Ponte de Lima, Braga, 4730-283, Portugal",Viana do Castelo
367,1455.4438,264.6727272727273,"(-8.485, -8.393]","(41.721, 41.799]",6.583333333333333,41.721,41.799,-8.493,-8.401,"41.721,-8.493","CM 1158, Porrinhoso, Ribeira do Neiva, Vila Verde, Braga, 4730-200, Portugal",Viana do Castelo
368,1457.1531,206.3621212121212,"(-8.485, -8.393]","(41.799, 41.877]",6.6875,41.799,41.877,-8.493,-8.401,"41.799,-8.493","Jolda (Madalena) e Rio Cabrão, Arcos de Valdevez, Viana do Castelo, Portugal",Viana do Castelo
369,1443.4569,315.46060606060604,"(-8.485, -8.393]","(41.877, 41.955]",7.0,41.877,41.955,-8.493,-8.401,"41.877,-8.493","Travassos, Senharei, Arcos de Valdevez, Viana do Castelo, 4970-388, Portugal",Viana do Castelo
370,1460.1652,402.3598484848485,"(-8.485, -8.393]","(41.955, 42.032]",6.833333333333333,41.955,42.032,-8.493,-8.401,"41.955,-8.493","Cotão, EN 301, Covela, Padroso, Arcos de Valdevez, Viana do Castelo, 4970-388, Portugal",Faro
371,1467.32,107.51212121212122,"(-8.485, -8.393]","(42.032, 42.11]",7.0,42.032,42.11,-8.493,-8.401,"42.032,-8.493","Caminho da Serração, Catelinha, Moreira, Monção, Viana do Castelo, 4950-614, Portugal",Faro
372,1632.5475,18.987179487179485,"(-8.393, -8.301]","(37.056, 37.134]",6.916666666666667,37.056,37.134,-8.401,-8.308,"37.056,-8.401","Lagoa, Lagoa e Carvoeiro, Lagoa, Faro, 8401-852 LAGOA, Portugal",Faro
373,1630.3846,48.15850815850816,"(-8.393, -8.301]","(37.134, 37.212]",6.75,37.134,37.212,-8.401,-8.308,"37.134,-8.401","Porches, Lagoa, Faro, 8400-489, Portugal",Faro
374,1638.3497,101.06526806526809,"(-8.393, -8.301]","(37.212, 37.29]",6.666666666666667,37.212,37.29,-8.401,-8.308,"37.212,-8.401","Pinheiro e Garrado, Silves, Faro, 8300-126 SILVES, Portugal",Faro
375,1645.6278,167.973581973582,"(-8.393, -8.301]","(37.29, 37.367]",6.75,37.29,37.367,-8.401,-8.308,"37.29,-8.401","Silves, Faro, Portugal",Beja
376,1644.5746,184.7443438914027,"(-8.393, -8.301]","(37.367, 37.445]",6.0,37.367,37.445,-8.401,-8.308,"37.367,-8.401","Monte Velho, São Marcos da Serra, Silves, Faro, Portugal",Beja
377,1646.1392,227.33799533799532,"(-8.393, -8.301]","(37.445, 37.523]",6.666666666666667,37.445,37.523,-8.401,-8.308,"37.445,-8.401","Santana da Serra, Ourique, Beja, 7765-881, Portugal",Beja
378,1647.4176,184.1996891996892,"(-8.393, -8.301]","(37.523, 37.601]",6.666666666666667,37.523,37.601,-8.401,-8.308,"37.523,-8.401","Lavajo, Santa Clara-a-Velha, Odemira, Beja, Portugal",Beja
379,1646.187,250.55322455322457,"(-8.393, -8.301]","(37.601, 37.678]",6.5,37.601,37.678,-8.401,-8.308,"37.601,-8.401","Carvoso, CM 1129, Pero Galego de Cima, São Martinho das Amoreiras, Odemira, Beja, 7630, Portugal",Beja
380,1642.7301,153.4110334110334,"(-8.393, -8.301]","(37.678, 37.756]",6.416666666666667,37.678,37.756,-8.401,-8.308,"37.678,-8.401","Monte Novo das Canas, EM 123-1, Monte das Pretas, São Martinho das Amoreiras, Odemira, Beja, 7630-536, Portugal",Beja
381,1638.6472,117.2097902097902,"(-8.393, -8.301]","(37.756, 37.834]",5.75,37.756,37.834,-8.401,-8.308,"37.756,-8.401","Panoias e Conceição, Ourique, Beja, Portugal",Setúbal
382,1633.5198,90.03574203574203,"(-8.393, -8.301]","(37.834, 37.912]",6.75,37.834,37.912,-8.401,-8.308,"37.834,-8.401","Panoias e Conceição, Ourique, Beja, Portugal",Setúbal
383,1629.876,68.98135198135198,"(-8.393, -8.301]","(37.912, 37.989]",6.666666666666667,37.912,37.989,-8.401,-8.308,"37.912,-8.401","EN 262, Herdade do Carvalhal, Alvalade, Odemira, Santiago do Cacém, Setúbal, 7565-037, Portugal",Setúbal
384,1625.5574,65.7579185520362,"(-8.393, -8.301]","(37.989, 38.067]",6.666666666666667,37.989,38.067,-8.401,-8.308,"37.989,-8.401","Monte Branco da Serra, Ermidas-Sado, Santiago do Cacém, Setúbal, 7565-258, Portugal",Setúbal
385,1620.9795,65.02952602952602,"(-8.393, -8.301]","(38.067, 38.145]",7.0,38.067,38.145,-8.401,-8.308,"38.067,-8.401","Monte Corte Cordeiro, IC 1;EN 262, Vale da Eira, Ermidas-Sado, Santiago do Cacém, Setúbal, 7565-258, Portugal",Setúbal
386,1616.3164,61.261849261849264,"(-8.393, -8.301]","(38.145, 38.223]",6.833333333333333,38.145,38.223,-8.401,-8.308,"38.145,-8.401","Azinheira dos Barros e São Mamede do Sádão, Grândola, Setúbal, Portugal",Setúbal
387,1613.7535,55.69230769230769,"(-8.393, -8.301]","(38.223, 38.3]",6.25,38.223,38.3,-8.401,-8.308,"38.223,-8.401","Mil Brejos Batão, Torrão, Alcácer do Sal, Setúbal, Portugal",Setúbal
388,1615.4747,79.38150738150738,"(-8.393, -8.301]","(38.3, 38.378]",7.0,38.3,38.378,-8.401,-8.308,"38.3,-8.401","EN 5, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, Portugal",Setúbal
389,1614.2102,81.51359751359752,"(-8.393, -8.301]","(38.378, 38.456]",7.0,38.378,38.456,-8.401,-8.308,"38.378,-8.401","Alfebrinho, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, Portugal",Setúbal
390,1610.6638,127.6068376068376,"(-8.393, -8.301]","(38.456, 38.534]",7.0,38.456,38.534,-8.401,-8.308,"38.456,-8.401","Herdade da Portagem, Santa Susana, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, 7580, Portugal",Évora
391,1610.0099,193.49547511312215,"(-8.393, -8.301]","(38.534, 38.611]",7.0,38.534,38.611,-8.401,-8.308,"38.534,-8.401","Montes do Foro da Baixa, Alcácer do Sal e Santa Susana, Alcácer do Sal, Setúbal, 7580-701, Portugal",Évora
392,1609.5471,179.35508935508935,"(-8.393, -8.301]","(38.611, 38.689]",6.833333333333333,38.611,38.689,-8.401,-8.308,"38.611,-8.401","Caeirão, Cabrela, Montemor-o-Novo, Évora, Portugal",Évora
393,1604.5677,135.06371406371406,"(-8.393, -8.301]","(38.689, 38.767]",6.833333333333333,38.689,38.767,-8.401,-8.308,"38.689,-8.401","Vendas Novas, Évora, Portugal",Santarém
394,1599.1315,132.67210567210566,"(-8.393, -8.301]","(38.767, 38.845]",6.75,38.767,38.845,-8.401,-8.308,"38.767,-8.401","EN 380, Lavre, Cortiçadas de Lavre e Lavre, Montemor-o-Novo, Évora, 7050-467, Portugal",Santarém
395,1600.6613,103.6076146076146,"(-8.393, -8.301]","(38.845, 38.922]",6.75,38.845,38.922,-8.401,-8.308,"38.845,-8.401","EN 114, Santana do Mato, Cortiçadas de Lavre e Lavre, Coruche, Santarém, Portugal",Santarém
396,1593.2814,77.91452991452991,"(-8.393, -8.301]","(38.922, 39.0]",6.833333333333333,38.922,39.0,-8.401,-8.308,"38.922,-8.401","Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",Santarém
397,1588.5507,85.51670551670551,"(-8.393, -8.301]","(39.0, 39.078]",7.0,39.0,39.078,-8.401,-8.308,"39.0,-8.401","Juncal, Coruche, Fajarda e Erra, Coruche, Santarém, Portugal",Santarém
398,1585.8364,127.94250194250196,"(-8.393, -8.301]","(39.078, 39.156]",7.0,39.078,39.156,-8.401,-8.308,"39.078,-8.401","Parreira e Chouto, Chamusca, Santarém, Portugal",Santarém
399,1585.1746,124.68476621417798,"(-8.393, -8.301]","(39.156, 39.233]",7.0,39.156,39.233,-8.401,-8.308,"39.156,-8.401","Parreira e Chouto, Chamusca, Santarém, Portugal",Santarém
400,1585.8365,149.47785547785548,"(-8.393, -8.301]","(39.233, 39.311]",6.916666666666667,39.233,39.311,-8.401,-8.308,"39.233,-8.401","Vale de Cavalos, Chamusca, Santarém, 2140-405 VALE DE CAVALOS, Portugal",Santarém
401,1585.613,150.93706293706293,"(-8.393, -8.301]","(39.311, 39.389]",6.833333333333333,39.311,39.389,-8.401,-8.308,"39.311,-8.401","Ulme, Chamusca, Santarém, Portugal",Santarém
402,1586.5608,127.31313131313132,"(-8.393, -8.301]","(39.389, 39.467]",7.0,39.389,39.467,-8.401,-8.308,"39.389,-8.401","Carregueira, Chamusca, Santarém, 2140-665 CHAMUSCA, Portugal",Santarém
403,1588.1497,96.83916083916084,"(-8.393, -8.301]","(39.467, 39.544]",6.0,39.467,39.544,-8.401,-8.308,"39.467,-8.401","Rua Humberto Martinho, Tancos, Vila Nova da Barquinha, Santarém, 2260-314, Portugal",Santarém
404,1583.677,127.44366744366744,"(-8.393, -8.301]","(39.544, 39.622]",5.5,39.544,39.622,-8.401,-8.308,"39.544,-8.401","EN 358, Asseiceira, Tomar, Santarém, 2305-518, Portugal",Santarém
405,1583.8336,204.94405594405595,"(-8.393, -8.301]","(39.622, 39.7]",4.166666666666667,39.622,39.7,-8.401,-8.308,"39.622,-8.401","Ponte de Peniche, Tomar (São João Baptista) e Santa Maria dos Olivais, Tomar, Santarém, 2300-381, Portugal",Leiria
406,1581.2351,249.41724941724945,"(-8.393, -8.301]","(39.7, 39.778]",6.375,39.7,39.778,-8.401,-8.308,"39.7,-8.401","EM 526, Carrascal, Chãos, Ferreira do Zêzere, Santarém, Portugal",Leiria
407,1581.843,311.6998491704374,"(-8.393, -8.301]","(39.778, 39.855]",7.0,39.778,39.855,-8.401,-8.308,"39.778,-8.401","Rua do Vale Feto, Marques, Pelmá, Alvaiázere, Leiria, 2435-278, Portugal",Coimbra
408,1575.8137,300.3177933177933,"(-8.393, -8.301]","(39.855, 39.933]",7.0,39.855,39.933,-8.401,-8.308,"39.855,-8.401","Caminho Outeiro do Talegre, Pomares, Pousaflores, Alvaiázere, Leiria, 3250, Portugal",Coimbra
409,1568.0609,390.0971250971251,"(-8.393, -8.301]","(39.933, 40.011]",7.0,39.933,40.011,-8.401,-8.308,"39.933,-8.401","Cabeça Redonda, Cumeeira, Penela, Coimbra, 3240-227, Portugal",Coimbra
410,1561.9186,271.037296037296,"(-8.393, -8.301]","(40.011, 40.089]",7.0,40.011,40.089,-8.401,-8.308,"40.011,-8.401","São Sebastião, São Miguel, Santa Eufémia e Rabaçal, Penela, Coimbra, 3230-268, Portugal",Coimbra
411,1559.2765,178.24009324009324,"(-8.393, -8.301]","(40.089, 40.166]",7.0,40.089,40.166,-8.401,-8.308,"40.089,-8.401","EN 342, Beiçudo, Vila Seca e Bem da Fé, Condeixa-a-Nova, Coimbra, 3230-529, Portugal",Coimbra
412,1558.5765,204.2004662004662,"(-8.393, -8.301]","(40.166, 40.244]",7.0,40.166,40.244,-8.401,-8.308,"40.166,-8.401","Santa Clara e Castelo Viegas, Coimbra, 3040-713, Portugal",Coimbra
413,1559.9462,274.07536907536905,"(-8.393, -8.301]","(40.244, 40.322]",7.0,40.244,40.322,-8.401,-8.308,"40.244,-8.401","Estrada Principal de Vale Velho, Casal de Além, Eiras e São Paulo de Frades, Coimbra, 3020-125, Portugal",Aveiro
414,1553.883,253.60105580693812,"(-8.393, -8.301]","(40.322, 40.4]",7.0,40.322,40.4,-8.401,-8.308,"40.322,-8.401","Larçã, Souselas e Botão, Coimbra, 3050-443, Portugal",Aveiro
415,1536.2467,231.7117327117327,"(-8.393, -8.301]","(40.4, 40.477]",6.9375,40.4,40.477,-8.401,-8.308,"40.4,-8.401","Barrô, Luso, Mealhada, Aveiro, 3050-206, Portugal",Aveiro
416,1524.7544,208.83993783993785,"(-8.393, -8.301]","(40.477, 40.555]",6.5,40.477,40.555,-8.401,-8.308,"40.477,-8.401","Avelãs de Cima, Anadia, Aveiro, 3750-042, Portugal",Aveiro
417,1523.9326,206.02952602952604,"(-8.393, -8.301]","(40.555, 40.633]",4.666666666666667,40.555,40.633,-8.401,-8.308,"40.555,-8.401","Crossódromo Internacional de Águeda, Avenida das 2 Rodas, Parque Empresarial do Casarão, Águeda e Borralha, Águeda, Aveiro, 3750-302, Portugal",Aveiro
418,1514.083,287.15617715617714,"(-8.393, -8.301]","(40.633, 40.711]",4.75,40.633,40.711,-8.401,-8.308,"40.633,-8.401","Paço, Valongo do Vouga, Águeda, Aveiro, 3750-807, Portugal",Aveiro
419,1488.6677,397.4452214452214,"(-8.393, -8.301]","(40.711, 40.788]",5.166666666666667,40.711,40.788,-8.401,-8.308,"40.711,-8.401","Pessegueiro do Vouga, Sever do Vouga, Aveiro, Portugal",Aveiro
420,1462.6176,551.6573426573426,"(-8.393, -8.301]","(40.788, 40.866]",6.666666666666667,40.788,40.866,-8.401,-8.308,"40.788,-8.401","Janardo, São Pedro de Castelões, Vale de Cambra, Aveiro, 3720-421, Portugal",Aveiro
421,1474.6482,445.3993783993784,"(-8.393, -8.301]","(40.866, 40.944]",7.0,40.866,40.944,-8.401,-8.308,"40.866,-8.401","EM, Vale Pereiras, Vila Chã, Codal e Vila Cova de Perrinho, Vale de Cambra, Aveiro, 3730-415, Portugal",Porto
422,1477.0449,254.8205128205128,"(-8.393, -8.301]","(40.944, 41.022]",7.0,40.944,41.022,-8.401,-8.308,"40.944,-8.401","Pinho e Timóteo, EM 504, Casal de Pedroso, Escariz, Arouca, Aveiro, 4540-320, Portugal",Porto
423,1467.5928,216.6969696969697,"(-8.393, -8.301]","(41.022, 41.099]",7.0,41.022,41.099,-8.401,-8.308,"41.022,-8.401","Avenida do Monte da Meda, Monte de Meda, Lomba, Gondomar, Porto, 4515-552 MELRES, Portugal",Porto
424,1480.0765,242.1025641025641,"(-8.393, -8.301]","(41.099, 41.177]",6.6875,41.099,41.177,-8.401,-8.308,"41.099,-8.401","Rua das Peias, Sobreira, Paredes, Porto, 4585-691, Portugal",Porto
425,1473.7959,258.23310023310023,"(-8.393, -8.301]","(41.177, 41.255]",7.0,41.177,41.255,-8.401,-8.308,"41.177,-8.401","Parque Empresarial de Baltar-Parada, Baltar, Paredes, Porto, Portugal",Porto
426,1473.1055,349.6177156177156,"(-8.393, -8.301]","(41.255, 41.333]",7.0,41.255,41.333,-8.401,-8.308,"41.255,-8.401","Anjo da Guarda, Frazão, Frazão Arreigada, Paços de Ferreira, Porto, 4580-439, Portugal",Braga
427,1469.072,197.74902874902875,"(-8.393, -8.301]","(41.333, 41.41]",7.0,41.333,41.41,-8.401,-8.308,"41.333,-8.401","Baloiço Moínhos do Fôjo, Rua da Ginja, Negrelos (São Mamede), Santo Tirso, Porto, 4795-100, Portugal",Braga
